Author,Title,Year,URL,Abstract
Weihua An,Testing a Population-Based Outreach Intervention for Ovarian Cancer Survivors to Encourage their Close Relatives to Consider Genetic Counseling,2024,https://aacrjournals.org/cebp/article/33/9/1185/747328,"Most relatives of women with ovarian cancer are unaware of their increased risk for cancer and their eligibility for genetic counseling. State cancer registries offer a platform to communicate about inherited risk to this population.We conducted a two-arm randomized trial to test a theory-based communication intervention—Your Family Connects (YFC)—compared to the standard Georgia Cancer Registry (GCR) contact. A total of 1,938 eligible ovarian cancer survivors were randomly assigned to either the YFC arm (n = 969) or the Standard Care arm (n = 969). We assessed the number of ovarian cancer survivors and their close relatives who logged on to the study website by arm.Survivor reach was significantly higher in the Standard Care arm than YFC (20.8% vs. 15.2%, respectively; P < 0.001). However, reach to relatives was …"
Weihua An,Comparing Egocentric and Sociocentric Centrality Measures in Directed Networks,2024,https://journals.sagepub.com/doi/abs/10.1177/00491241221122606,"Egocentric networks represent a popular research design for network research. However, to what extent and under what conditions egocentric network centrality can serve as reasonable substitutes for their sociocentric counterparts are important questions to study. The answers to these questions are uncertain simply because of the large variety of networks. Hence, this paper aims to provide exploratory answers to these questions by analyzing both empirical and simulated data. Through analyses of various empirical networks (including some classic albeit small ones), this paper shows that egocentric betweenness approximates sociocentric betweenness quite well (the correlation is high across almost all the networks being examined) while egocentric closeness approximates sociocentric closeness only reasonably well (the correlation is a bit lower on average with a larger variance across networks). Simulations …"
Weihua An,Developing and assessing a kin keeping scale with application to identifying central influencers in African American family networks,2023,https://link.springer.com/article/10.1007/s12687-023-00665-9,"Promoting family communication about inherited disease risk is an arena in which family systems theory is highly relevant. One family systems’ construct that can support promotion of family communication regarding inherited disease risk is the notion of “kin keeping.” However, kin keeping and whether it might be capitalized on to encourage family communication about inherited risk has been understudied. The goal of this report was to propose a broadened conceptualization of kin keeping that distinguishes between a structural functional perspective (role conceptualization) and transitional behaviors (skill conceptualization), and to develop and evaluate a scale that would enable this assertion to be tested among a sample of African American community health workers. We developed a scale using four steps: item development using concept analysis and content validity, scale development among a national …"
Michal Arbilly,Gene–culture coevolution in the cognitive domain,2023,https://academic.oup.com/edited-volume/45648/chapter/396358370,"Gene–culture coevolution in the cognitive domain is expected to occur whenever cultural phenomena select for genes that affect cognition. Such cultural selection would occur, for example, if the culture of making certain tools leads to selection that favours genetic variants that somehow make one better at learning to make these tools. While these coevolutionary processes seem probable and important, they are difficult to study because the genetic underpinnings of cognitive traits are often poorly understood. Indeed, most evidence for cognitive gene–culture coevolution are circumstantial or indirect, and the role of such processes is often a topic of debate. This chapter suggests, however, that a strong case for cognitive gene–culture coevolution can be made based on theoretical considerations, which can also guide future work and put current evidence in context. Using a process-based (mechanistic) approach to …"
Michal Arbilly,The Ecological and,2024,https://books.google.com/books?hl=en&lr=&id=TT4UEQAAQBAJ&oi=fnd&pg=PA29&dq=info:XUg8dMUZYdgJ:scholar.google.com&ots=r3iXPphFbN&sig=Udpni4Uc1t2ehIkVioKBNE-mMoA,"In many situations across biology and economics, there is often one individual, or"" agent,"" that invests effort into a beneficial task and also one individual that, in contrast, foregoes the effort of investing, and instead simply exploits the efforts of another. What makes an individual choose to invest in production versus exploiting the efforts of another? If everyone invests, then exploitative strategies become very profitable; however if everyone is exploitative, there will be no investments to exploit. How does natural selection resolve this dilemma? What can economic institutions do to encourage investment? Can biologists and economists learn from the approach of each other's discipline? This chapter outlines the commonalities and differences in approach of the two disciplines to the general problem of investment versus exploitation. It develops a model to encapsulate the general features of many scenarios ("" games"") involving potential exploitation and explores the benefits of a unified approach, outlining current limitations and important areas for future investigation."
Hun Chung,A formal theory of democratic deliberation,2020,https://www.cambridge.org/core/journals/american-political-science-review/article/formal-theory-of-democratic-deliberation/78A6828E834595C799DB4103C1C7976B,"Inspired by impossibility theorems of social choice theory, many democratic theorists have argued that aggregative forms of democracy cannot lend full democratic justification for the collective decisions reached. Hence, democratic theorists have turned their attention to deliberative democracy, according to which “outcomes are democratically legitimate if and only if they could be the object of a free and reasoned agreement among equals” (Cohen 1997a, 73). However, relatively little work has been done to offer a formal theory of democratic deliberation. This article helps fill that gap by offering a formal theory of three different modes of democratic deliberation: myopic discussion, constructive discussion, and debate. We show that myopic discussion suffers from indeterminacy of long run outcomes, while constructive discussion and debate are conclusive. Finally, unlike the other two modes of deliberation, debate is …"
Hun Chung,Rawls’s self-defeat: a formal analysis,2020,https://link.springer.com/article/10.1007/s10670-018-0079-4,"One of John Rawls’s major aims, when he wrote A Theory of Justice, was to present a superior alternative to utilitarianism. Rawls’s worry was that utilitarianism may fail to protect the fundamental rights and liberties of persons in its attempt to maximize total social welfare. Rawls’s main argument against utilitarianism was that, for such reasons, the representative parties in the original position will not choose utilitarianism, but will rather choose his justice as fairness, which he believed would securely protect the worth of everybody’s basic rights and liberties. In this paper, I will argue that, under close formal examination, Rawls’s argument against utilitarianism is self-defeating. That is, I will argue that Rawls’s own reasons, assumptions, and the many theoretical devices he employs demonstrably imply that the representative parties in the original position will choose utilitarianism instead of justice as fairness."
Hun Chung,The Well‐Ordered Society under Crisis: A Formal Analysis of Public Reason vs. Convergence Discourse,2020,https://onlinelibrary.wiley.com/doi/abs/10.1111/ajps.12445,"A well‐ordered society faces a crisis whenever a sufficient number of noncompliers enter into the political system. This has the potential to destabilize liberal democratic political order. This article provides a formal analysis of two competing solutions to the problem of political stability offered in the public reason liberalism literature—namely, using public reason or using convergence discourse to restore liberal democratic political order in the well‐ordered society. The formal analyses offered in this article show that using public reason fails completely, and using convergent discourse, although doing better, has its own critical limitations that have not been previously recognized properly."
Hun Chung,Diversity and rights: a social choice-theoretic analysis of the possibility of public reason,2020,https://link.springer.com/article/10.1007/s11229-018-1737-4,"Public reason liberalism takes as its starting point the deep and irreconcilable diversity we find characterizing liberal societies. This deep and irreconcilable diversity creates problems for social order. One method for adjudicating these conflicts is through the use of rights. This paper is about the ability of such rights to adjudicate disputes when perspectival disagreements—or disagreements over how to categorize objects in the world—obtain. We present both formal possibility and impossibility results for rights structures under varying degrees of perspectival diversity. We show that though perspectival diversity appears to be a troubling problem for the prospect of stable social order, if rights are defined properly then disagreements can likely be resolved in a consistent manner, achieving social cooperation rather than conflict."
Hun Chung,Prospect Utilitarianism and the Original Position,2023,https://www.cambridge.org/core/journals/journal-of-the-american-philosophical-association/article/prospect-utilitarianism-and-the-original-position/3CF6299DB07C60CCF9DF8285788658B6,"Suppose we assume that the parties in the original position took Kahneman and Tversky's prospect theory as constituting their general knowledge of human psychology that survives through the veil of ignorance. How would this change the choice situation of the original position? In this paper, I present what I call ‘prospect utilitarianism’. Prospect utilitarianism combines the utilitarian social welfare function with individual utility functions characterized by Kahneman and Tversky's prospect theory. I will argue that, once prospect utilitarianism is on the table, Rawls's original arguments in support of justice as fairness as well as his arguments against utilitarianism are, at best, inconclusive. This shows that how implausible a choice for utilitarianism in the original position is heavily depends on what one assumes to be general knowledge of human psychology that the original contracting parties know."
Hun Chung,When utilitarianism dominates justice as fairness: an economic defence of utilitarianism from the original position,2023,https://www.cambridge.org/core/journals/economics-and-philosophy/article/when-utilitarianism-dominates-justice-as-fairness-an-economic-defence-of-utilitarianism-from-the-original-position/825402952EDCB03C1FCD2148A4B2D2BC,"The original position together with the veil of ignorance have served as one of the main methodological devices to justify principles of distributive justice. Most approaches to this topic have primarily focused on the single person decision-theoretic aspect of the original position. This paper, in contrast, will directly model the basic structure and the economic agents therein to project the economic consequences and social outcomes generated either by utilitarianism or Rawls’s two principles of justice. It will be shown that when the differences in people’s productive abilities are sufficiently great, utilitarianism dominates Rawls’s two principles of justice by providing a higher level of overall well-being to every member of society. Whenever this is the case, the parties can rely on the Principle of Dominance (which is a direct implication of instrumental rationality) to choose utilitarianism over Rawls’s two principles of justice …"
Hun Chung,COMMENTS AND CRITICISM: ON CHOOSING THE DIFFERENCE PRINCIPLE BEHIND THE VEIL OF IGNORANCE: A REPLY TO GUSTAFSSON.,2021,https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=0022362X&asa=N&AN=152087167&h=M%2BUS%2BweIPjUTJYg%2FXX21a%2BqCGaaSVtksPzXQnAQvZ%2F3t8Htv2SMLr2PiXOjWP1LZaeHc1mQTlktArkPyKa3lbA%3D%3D&crl=c,"In the article, the author explains how Johan E. Gustafsson's arguments about philosopher John Rawls' theories of the Difference Principle and veil of ignorance are problematic. Also cited are the relationship between wellbeing and the ownership of people of primary goods, the theory of utilitarianism, and why Gustafsson's application of the Difference Principle to well-being is inappropriate."
Hun Chung,Locke’s state of nature and its epistemic deficit: a game-theoretic analysis,2022,https://link.springer.com/article/10.1007/s11229-022-03582-5,"Locke rejected anarchism. Locke defended the universal necessity of political governments on the grounds that the state of nature will occasionally generate the inconveniences of war. The standard interpretation of Locke identifies three main causes of war in the state of nature: the lack of a common judge, moral disagreement over the law of nature, and self-love. In this paper, I argue that the combination of these three factors does not guarantee that war will occur in every plausible scenarios of Locke’s state of nature. Instead, in order for war to occur at least sometimes in every plausible scenario of Locke’s state of nature, there has to be some sort of epistemic deficit. In this paper, I show via the tools of modern game theory, how Locke’s state of nature may occasionally generate war by two kinds of epistemic problems implied by Locke’s own epistemology: (a) disagreements in subjective probabilities, and (b …"
Hun Chung,(The Impossibility of) Deliberation‐Consistent Social Choice,2024,https://onlinelibrary.wiley.com/doi/abs/10.1111/ajps.12792,"There is now a growing consensus among democratic theorists that we should incorporate both “democratic deliberation” and “aggregative voting” into our democratic processes. But how should the two democratic mechanisms of deliberation and voting interact? In this article, we introduce a new axiom, which we call “Nonnegative Response toward Successful Deliberation” (NNRD). The basic idea is that if some individuals change their preferences toward other individuals’ preferences through democratic deliberation, then the social choice rule should not make everybody who has successfully persuaded others through reasoned deliberation worse off than what they would have achieved without deliberation. We prove an impossibility theorem that shows that there exists no aggregation rule that can simultaneously satisfy NNRD along with other mild axioms that reflect deliberative democracy's core commitment …"
Hun Chung,Formal models in normative political theory,2024,https://journals.sagepub.com/doi/abs/10.1177/09516298241266267,"This article revisits the conventional distinction in political science between ‘positive’ and ‘normative’ political theory, particularly the belief that formal and mathematical methods are only pertinent to positive political theory. We argue that formal models are equally valuable in normative political theory for three reasons: they can make thought experiments more rigorous, they can demonstrate the consistency of normative principles, and they can provide insights into the practical workings of novel institutional arrangements in the absence of empirical data. The integration of formal models into normative political theory presents challenges, including the development of criteria for evaluating these models and potential shifts in research focus. Integration can also strengthen political theory’s tenuous role in the political science discipline."
Hun Chung,Stable dystopia: A critique of the circular definition of stability in Nozick’s model of utopia,2024,https://academic.oup.com/analysis/article-abstract/84/3/465/7691245,"In Part III of Anarchy, State, and Utopia (1974), Robert Nozick presents what he calls ‘the model of possible worlds’ (307) to examine the formal properties of utopia, defined as ‘the best of all possible worlds’ (298). The basic idea is that each person is given the power to create any possible world and its inhabitants by imagining them. Two definitions of stability have been proposed: (a) the non-circular definition according to which a world is stable if and only if nobody can imagine a better world and (b) the circular definition according to which a world is stable if and only if nobody can imagine a better world that is also stable. In this paper, we prove four theorems (namely, the indeterminacy theorem, the stable dystopia theorem, the nobody’s utopia theorem and the redundancy theorem) that provide us with decisive reasons to reject the circular definition and opt for the non-circular definition of stability to analyse …"
Hun Chung,"Erratum to “The Well-Ordered Society under Crisis: A Formal Analysis of Public Reason vs. Convergence Discourse”(American Journal of Political Science,(2020), 64, 1,(82–101), 10.1111/ajps. 12445)",2024,https://waseda.elsevierpure.com/ja/publications/erratum-to-the-well-ordered-society-under-crisis-a-formal-analysi,"In the article titled “The Well-Ordered Society Under Crisis: A Formal Analysis of Public Reason vs. Convergence Discourse,” which was published in January 2020 in Volume 64, Issue 1 of the American Journal of Political Science, an error has been identified in the payoffs attributed to the game tree presented in Figure 4, labeled as “The Well-Ordered Society under Crisis with Public Reason”(Chung 2020: 89). The corrected Figure 4, containing the corrected payoffs, is provided below: 4 Figure (Figure presented.) The Well-Ordered Society under Crisis with Public Reason (Corrected) The statement of Proposition 2 and Proposition 3 (Chung 2020: 90) along with their corresponding proofs (Chung 2020: 98) were all established on the basis of the correct payoffs delineated in the corrected Figure 4 provided above. Consequently, no revisions are required for the textual content or the formal analyses presented within the original paper."
Hun Chung,Why Not Prospect Utilitarianism Instead of Sufficientarianism? A Formal Comparison in Terms of Continuity and Lifeboat Cases,2023,https://web.iss.u-tokyo.ac.jp/methodology/en/dp/images/E-23-003.pdf,"In his 2017 paper,“Prospect Utilitarianism: A Better Alternative to Sufficientarianism,” Hun Chung proposed a theory of distributive justice called ‘Prospect Utilitarianism (PU).’According to Chung, PU retains all the major attractions of sufficientarianism, while avoiding two major problems. The two problems are:(a) sufficientarianism fails to prescribe the right distribution under conditions of scarcity (ie,‘lifeboat’situations), and (b) sufficientarianism fails to provide continuous ethical evaluations. Recently, Ben Davies (2022) and Lasse Nielsen (2019; 2023) have provided a defense of sufficientarianism from these two charges. This paper aims to provide a comprehensive analysis of the shortcomings in Davies’s and to a lesser degree Nielsen’s defenses of sufficientarianism. Our paper will highlight that both Davies’s and Nielsen’s defenses of sufficientarianism stem from fundamental misunderstandings related to the concepts of continuity, welfarism, value satiability, and their interconnectedness with sufficientarianism. In the end, we will argue that Prospect Utilitarianism (PU) is a superior alternative to sufficientarianism."
Hun Chung,"Chain Connection, Close-Knitness, and the Difference Principle",2022,https://www.journals.uchicago.edu/doi/abs/10.1086/716968,"When distributing the benefits produced by social cooperation, Rawls’s difference principle targets a specific group (i.e., the least advantaged group) and requires its expectations to be maximized. One natural worry is whether the practical application of the difference principle comes with a significant cost to other groups in society. Rawls was quite aware of this potential worry and gave his earnest efforts to respond to it. His solution comes from his notions of chain connection and close-knitness. Rawls’s claim was that whenever society satisfies both chain connection and close-knitness, the practical implementation of the difference principle will (a) always lead to strict Pareto improvements, and, as a result, (b) the final state will be Pareto optimal. In this article, it will be shown that under close scrutiny neither of these claims holds even when society is both chain connected and close-knit."
Jacopo Di Iorio,Functional data analysis characterizes the shapes of the first COVID-19 epidemic wave in Italy,2021,https://www.nature.com/articles/s41598-021-95866-y,"We investigate patterns of COVID-19 mortality across 20 Italian regions and their association with mobility, positivity, and socio-demographic, infrastructural and environmental covariates. Notwithstanding limitations in accuracy and resolution of the data available from public sources, we pinpoint significant trends exploiting information in curves and shapes with Functional Data Analysis techniques. These depict two starkly different epidemics; an “exponential” one unfolding in Lombardia and the worst hit areas of the north, and a milder, “flat(tened)” one in the rest of the country—including Veneto, where cases appeared concurrently with Lombardia but aggressive testing was implemented early on. We find that mobility and positivity can predict COVID-19 mortality, also when controlling for relevant covariates. Among the latter, primary care appears to mitigate mortality, and contacts in hospitals, schools and …"
Jacopo Di Iorio,How to get away with statistics: Gamification of multivariate statistics,2021,https://www.tandfonline.com/doi/abs/10.1080/26939169.2021.1997128,"In this article, we discuss our attempt to teach applied statistics techniques typically taught in advanced courses, such as clustering and principal component analysis, to a non-mathematical educated audience. Considering the negative attitude and inclination toward mathematical disciplines of our students we introduce them to our topics using four different games. The four games are all user-centric, score-based arcade experiences intended to be played under the supervision of an instructor. They are developed using the Shiny web-based application framework for R. In every activity students have to follow the instructions and to interact with plots to minimize a score with a statistical meaning. No other knowledge than elementary geometry and Euclidean distance is required to complete the tasks. Results from a student questionnaire give us some confidence that the experience has benefited students, not only in …"
Jacopo Di Iorio,"On the bias of H-scores for comparing biclusters, and how to correct it",2020,https://academic.oup.com/bioinformatics/article-abstract/36/9/2955/5716326,"The H-score (or Mean Squared Residue score) underlies Cheng and Church’s (2000) biclustering algorithm, one of the best-known and most widely employed algorithms in bioinformatics and computational biology, and many subsequent algorithms (eg FLOC, Yang et al., 2005 and CBEB, Huang et al., 2012). Cheng and Church’s algorithm has $2600 citations to date, 650 since 2015 and 230 in 2018–2019 alone. It was the first to be applied to gene microarray data, and it is one of the main tools available in biclustering packages (eg the ‘biclust’R library) and in gene expression data analysis packages (eg IRIS-EDA, Monier et al., 2019). In addition, it is widely used as a benchmark: almost all published biclustering algorithms include a comparison with it. Squared residue measures such as H-scores have a double role in biclustering methods. On the one hand, they are employed by many algorithms as merit …"
Jacopo Di Iorio,funLOCI: A Local Clustering Algorithm for Functional Data,2023,,
Jacopo Di Iorio,Contrasting pre-vaccine COVID-19 waves in Italy through Functional Data Analysis,2023,https://arxiv.org/abs/2307.09820,"We use data from 107 Italian provinces to characterize and compare mortality patterns in the first two COVID-19 epidemic waves, which occurred prior to the introduction of vaccines. We also associate these patterns with mobility, timing of government restrictions, and socio-demographic, infrastructural, and environmental covariates. Notwithstanding limitations in the accuracy and reliability of publicly available data, we are able to exploit information in curves and shapes through Functional Data Analysis techniques. Specifically, we document differences in magnitude and variability between the two waves; while both were characterized by a co-occurrence of 'exponential' and 'mild' mortality patterns, the second spread much more broadly and asynchronously through the country. Moreover, we find evidence of a significant positive association between local mobility and mortality in both epidemic waves and corroborate the effectiveness of timely restrictions in curbing mortality. The techniques we describe could capture additional signals of interest if applied, for instance, to data on cases and positivity rates. However, we show that the quality of such data, at least in the case of Italian provinces, was too poor to support meaningful analyses."
Jacopo Di Iorio,Reinterpreting Economic Complexity: A co-clustering approach,2024,https://arxiv.org/abs/2406.16199,"Economic growth results from countries' accumulation of organizational and technological capabilities. The Economic and Product Complexity Indices, introduced as an attempt to measure these capabilities from a country's basket of exported products, have become popular to study economic development, the geography of innovation, and industrial policies. Despite this reception, the interpretation of these indicators proved difficult. Although the original Method of Reflections suggested a direct interconnection between country and product metrics, it has been proved that the Economic and Product Complexity Indices result from a spectral clustering algorithm that separately groups similar countries or similar products, respectively. This recent approach to economic and product complexity conflicts with the original one and treats separately countries and products. However, building on previous interpretations of the indices and the recent evolution in spectral clustering, we show that these indices simultaneously identify two co-clusters of similar countries and products. This viewpoint reconciles the spectral clustering interpretation of the indices with the original Method of Reflections interpretation. By proving the often neglected intimate relationship between country and product complexity, this approach emphasizes the role of a selected set of products in determining economic development while extending the range of applications of these indicators in economics."
Jacopo Di Iorio,funBIalign: a hierachical algorithm for functional motif discovery based on mean squared residue scores,2025,https://link.springer.com/article/10.1007/s11222-024-10537-y,"Motif discovery is gaining increasing attention in the domain of functional data analysis. Functional motifs are typical “shapes” or “patterns” that recur multiple times in different portions of a single curve and/or in misaligned portions of multiple curves. In this paper, we define functional motifs using an additive model and we propose funBIalign for their discovery and evaluation. Inspired by clustering and biclustering techniques, funBIalign is a multi-step procedure which uses agglomerative hierarchical clustering with complete linkage and a functional distance based on mean squared residue scores to discover functional motifs, both in a single curve (eg, time series) and in a set of curves. We assess its performance and compare it to other recent methods through extensive simulations. Moreover, we use funBIalign for discovering motifs in two real-data case studies; one on food price inflation and one on temperature …"
Jacopo Di Iorio,Biclustering algorithms and interactive tools for the exploration of multivariate and functional data,2020,https://www.politesi.polimi.it/handle/10589/153060,"We are living the revolution of data. Due to their recently imposed central role in the society, it has become fundamental to summarize and visualize them using many different techniques. In addition, considering the informational wealth that well-managed data could produce in many different fields, it is important to represent and express the used methods and their results to a wide and broad audience. It is thus evident that, in the age of data, creating new algorithms and improving older ones should go hand by hand with the introduction of proper ways to divulge those methods and results. Therefore this thesis, presented as a collection of papers, is structured in two parts: the first one, Part I, deals with the introduction of a new family of biclustering algorithms for functional data, the funBI family; the second one, Part II, focuses on divulging statistical results or, more generally, statistics to a non-statistical audience."
Danilo Freire,Bottom-up accountability and public service provision: Evidence from a field experiment in Brazil,2020,https://journals.sagepub.com/doi/abs/10.1177/2053168020914444,"Does local oversight improve public service delivery? We study the effect of a mobile phone application that allows citizens to monitor school construction projects in Brazilian municipalities. The app prompts users to submit data about construction sites, sends such crowdsourced information to independent engineers, and contacts the mayors’ offices about project delays. Our results show that the app has a null impact on school construction indicators. Additionally, we find that politicians are unresponsive to individual requests. The results question the impact of bottom-up monitoring on public service performance and suggest that interventions targeted at other groups, or focused on different issues, may produce better policy outcomes."
Danilo Freire,Legislature size and welfare: Evidence from Brazil,2024,https://onlinelibrary.wiley.com/doi/abs/10.1111/ajps.12843,"How does legislature size impact public service provision? Despite the importance of institutional design for democratic governance, the effect of legislative features on citizen welfare remains little understood. In this article, we use a formal model to show that increasing legislature size improves public goods delivery. We argue that changes in bargaining costs depend on whether additional legislators share the executive's party affiliation: More opposition members reduce the equilibrium public goods provision, while more government‐aligned members increase it. We test this theory by exploiting sharp discontinuities in city‐council size in Brazil. We show that an additional city councilor has a 91% chance of belonging to the mayoral coalition, and this significantly improves primary school enrollment and infant mortality rates. To explore possible mechanisms, we surveyed 174 former city councilors and analyzed …"
Danilo Freire,Vigilantism and institutions: Understanding attitudes toward lynching in Brazil,2023,https://journals.sagepub.com/doi/abs/10.1177/20531680221150389,"Why do people support extrajudicial violence? In two survey experiments with respondents in Brazil, we examine which characteristics of lynching scenarios garner greater support for lynching and whether providing different types of information about lynching reduces support for it. We find that people often do support community members to take vengeance. In particular, our analysis finds that people strongly support the use of extrajudicial violence by families of victims against men who sexually assault and murder women and children. We also find that criminal punishment and the threat of vendettas reduce support, but appeals to the human rights of victims have zero effect on support for lynchings. Unlike the U.S. experience with lynchings, race was not observed to play an important role in how respondents answered the survey."
